brand,city,store,address,Latitude,Longitude,telephone,openhour
빽다방,서울특별시,강동구청점,서울특별시 강동구 성내동 319-27,37.5305882,127.1218982,02-483-6345,07:30 ~ 21:00
빽다방,서울특별시,가오리역점,서울특별시 강북구 수유동 339-6,37.6421481,127.0162798,02-991-0037,08:00 ~ 21:00
홍콩반점0410,서울특별시,관악난곡점,"서울특별시 관악구 난우길 20, 2층",37.4747474,126.918621,02-864-0410,11:00 ~ 21:00
리춘시장,서울특별시,성신여대점,서울 성북구 동소문로20다길6 1층,37.5915572,127.0171646,02-6080-0410,17:00 ~ 21:00
홍콩반점0410,서울특별시,선릉역점,"서울 강남구 선릉로 76길 22, 2층",37.5016442,127.0522477,02-538-0411,11:00 ~ 21:30
백스비어,서울특별시,발산역점,"서울특별시 강서구 마곡중앙6로 85, 1층 105호",37.5531967999999,126.8298352,미등록,16:00 - 01:00
본가,서울특별시,구로디지털단지역점,"서울시 구로구 디지털로 32길 97-22, 1층",37.4837024,126.9012805,02-868-1470,11:30 ~ 21:30
빽다방,서울특별시,상도e편한점,서울특별시 동작구 만양로6 이편한세상 상도노빌리티 1층 106호,37.505273,126.9477205,02-817-5588,08:00 ~ 22:00아이스크림 마감 20:00
빽다방,서울특별시,방학역점,서울특별시 도봉구 도봉로 153길 20,37.669979,127.0423384,02-954-8748,07:30 ~ 22:00
빽다방,서울특별시,수유역점,서울특별시 강북구 번동 418-3 (도봉로 352),37.6386636,127.0270104,02-998-3344,07:30 ~ 23:00
역전우동0410,서울특별시,신촌점,서울 서대문구 창천동 18-83 2층,37.5560251,126.937015,02-392-0410,10:00~21:40	(라스트오더) 21:20
역전우동0410,서울특별시,가산센트럴점,"서울시 금천구 가산동 233-5, 가산센트럴푸르지오시티 1층",37.475579,126.8908219,02-862-0101,평일 운영시간 11:00~22:00 (L.O 21:30) 주말 운영시간 11:00~21:00 (L.O 20:30)
막이오름,서울특별시,홍대점,서울 마포구 와우산로17길 11(서교동) 2층,37.550061,126.9223922,02-323-7339,12시~21시(코로나 2.5단계 중)
빽다방,서울특별시,망우역사거리점,"서울특별시 중랑구 망우동 479, 한일씨너스빌리젠시 1단지",37.5974228,127.0936248,02-433-8825,월 ~ 목요일 07:30 ~ 23:00금요일 07:30 ~ 23:30주말 09:00 ~ 23:30
빽다방,서울특별시,세종대후문점,서울특별시 광진구 군자로 108,37.5525781,127.0720356,02-463-6665,08:00 ~ 21:00
새마을식당,서울특별시,신정네거리역점,"서울특별시 양천구 중앙로 36길 15(신정동, 목동힐스테이트)",37.5201132,126.8560477,070-4241-0410,11:30~22:00(브레이크 타임: 15:00~16:00)
한신포차,서울특별시,당산역점,서울특별시 영등포구 양평로 53 (당산동 5가),37.5350025,126.8995801,02-2632-8008,16:00 ~ 06:00
빽다방,서울특별시,돈암아리랑점,서울특별시 성북구 아리랑로 75,37.5991068,127.0137948,02-924-3050,08:30 ~ 22:00
역전우동0410,서울특별시,강변역점,"서울시 광진구 강변역로 4길 10, 지너스타워 107호",37.535315,127.0933914,02-455-8883,9:00 ~ 23:00 (라스트오더 22:30)
막이오름,서울특별시,건대점,서울 광진구 동일로22길 69-3,37.5416578,127.0680815,02-461-0410,15:00~04:00
막이오름,서울특별시,가로수길본점,서울 강남구 도산대로13길 10 2층,37.5185204,127.0234356,02-544-3864,평일 16:00 - 01:00 / 주말 15:00 - 01:00
롤링파스타,서울특별시,한양대점,"서울시 성동구 마조로5길 8 , 2층",37.5600872,127.0402266,02-2293-0123,10:30~22:00 (라스트오더 21:30)
미정국수0410,서울특별시,안국역점,"서울특별시 종로구 계동길 15, 1층(계동)",37.5779281,126.9865816,02-730-0412,"평일 07:00 ~ 20:00주말, 공휴일 09:00 ~ 20:00*아이스크림 마감 19:00"
빽다방,서울특별시,암사역점,서울특별시 강동구 올림픽로 770,37.5497593,127.1276646,02-488-0079,08:00 ~ 22:00
홍콩반점0410,서울특별시,창동역점,서울특별시 도봉구 마들로11길 73,37.6531058,127.0490556,02-998-0410,11:00 ~ 21:00
빽다방,서울특별시,강변역점,서울특별시 광진구 강변역로4길 10,37.535315,127.0933914,02-447-0423,"평일 08:00 ~ 21:00주말, 공휴일 09:00 ~ 21:00"
인생설렁탕,서울특별시,고대안암역점,"서울특별시 성북구 고려대로 24길 24, 1층",37.589116,127.0182146,02-6402-0121,11:00~22:00
역전우동0410,서울특별시,우면점,"서울시 서초구 우면동 721, 우면프라자 2차 102호",37.4651959,127.0164423,02-578-0410,10:30~22:00	(라스트오더) 21:30
새마을식당,서울특별시,당산역점,"서울시 영등포구 양평로 77, 1층(양평동4가)",37.5358711,126.8956276,02-2675-3636,11:00 ~ 22:30
홍콩반점0410,서울특별시,양천구청점점,"서울특별시 양천구 목동서로 377, A동 1층",37.5159622,126.8623488,02-6094-3791,11:00 ~ 22:00(마지막 주문 21:00)
새마을식당,서울특별시,건대점,서울 광진구 동일로22길 69 (화양동),37.5415222,127.068022,02-468-0410,평일 : 11:00 ~ 01:00  주말 : 11:00 ~ 02:00
새마을식당,서울특별시,응암역점,서울시 은평구 진흥로 17,37.600099,126.9173891,02-6951-0660,11:30 ~ 23:00
빽다방,서울특별시,동대문역점,"서울특별시 종로구 종로 289, 1층(창신동)",37.5745846,127.008896,02-766-0950,08:00 ~ 22:30
리춘시장,서울특별시,신림역점,서울특별시 관악구 신림로59길 24,37.482951,126.9283691,02-875-1802,17:00 ~ 익일 02:00
빽다방,서울특별시,연신내사거리점,서울특별시 은평구 통일로 840,37.6123992,126.9292744,02-356-9548,월~토 08:00 ~ 22:30일요일 08:00 ~ 22:00
홍콩반점0410,서울특별시,상봉역점,서울특별시 중랑구 망우로 305,37.5968606,127.086118,0507-1368-5572,11:00 ~ 22:00 주문마감 21:30 (브레이크타임 15:30 ~ 17:00)
빽다방,서울특별시,월곡래미안점,서울특별시 성북구 하월곡동 77-221(월곡1동주민센터 옆),37.6108223,127.0356402,02-910-8800,평일 08:00 ~ 22:00주말 09:00 ~ 22:00
빽다방,서울특별시,답십리사거리점,서울특별시 동대문구 답십리동 243-2 (전농로 97-1),37.5736428,127.0572691,02-2245-8993,08:00 ~ 21:00
빽다방,서울특별시,송정역점,서울특별시 강서구 공항동 45-39(공항대로 23),37.5615082,126.8116509,02-2665-9560,08:00 ~ 21:00 (라스트오더 20:40)
롤링파스타,서울특별시,연신내점,서울시 은평구 연서로 217 2층,37.618066,126.9196093,02-386-7311,11:30~22:00
홍콩반점0410,서울특별시,고척동양대점,"서울 구로구 경인로47길 23, 2층",37.5003521,126.8664117,02-2614-0410,11:00 ~ 22:00
빽다방,서울특별시,쌍문역점,서울특별시 도봉구 도봉로 479,37.6486098,127.0343291,02-902-7971,평일 08:00 ~ 22:00주말 09:00 ~ 22:00아이스크림 마감 21:00
빽다방,서울특별시,가산두산위브점,"서울특별시 금천구 가산로 99, 두산위브아파트 상가동",37.4747961,126.8914134,02-830-4559,09:00 ~ 22:00
빽다방,서울특별시,선정릉역점,"서울특별시 강남구 선릉로 567, 1층 일부호(역삼동)",37.5090479,127.0440555,02-568-9365,평일 07:40 ~ 19:00 (아이스크림 마감 18:00)토요일 09:00 ~ 14:00 (아이스크림 마감 13:00)
롤링파스타,서울특별시,대치점,"서울시 강남구 도곡로 442, 201호(대치동, 진흥빌딩)",37.4979285,127.058811,02-554-0619,11:30~22:00
빽다방,서울특별시,송파하비오점,"서울시 송파구 문정동 618 파크하비오 204동 117,118호",37.4851331,127.1238462,02-400-3379,08:00 ~ 21:30
빽다방,서울특별시,구산역점,서울특별시 은평구 연서로 129 (구산동 1-15),37.6104407,126.9166729,02-353-6011,"월 ~ 토 08:00 ~ 22:00일요일, 공휴일 09:00 ~ 22:00"
롤링파스타,서울특별시,이마트월계점,서울시 노원구 마들도 3길 15 이마트월계점 2층 전문식당가,37.62644,127.0619091,미등록,11:00~22:00
인생설렁탕,서울특별시,장한평역점,"서울특별시 동대문구 장한로2길 36, 1층 102호",37.5617314,127.0671874,02)3288-0410,11:00~22:00 (마지막주문 21:00)
한신포차,서울특별시,영등포역점,서울특별시 영등포구 영중로10길 35,37.5186253,126.909203,02-2679-0410,평일 17:00 ~ 03:00 / 주말 17:00 ~ 04:00
빽다방,서울특별시,개봉역점,서울시 구로구 개봉동 203-7,37.4940701,126.8582707,02-2613-2220,평일/주말 AM7:30~PM22:30
빽다방,서울특별시,합정역점,서울 마포구 월드컵로1길 14 (합정동) B-112-1호,37.5495927,126.9121968,02-336-7106,"평일 07:30 ~ 21:00(아이스크림 마감 19:30)주말, 공휴일 09:00 ~ 20:00 (아이스크림 마감 18:30)"
빽다방,서울특별시,마포경찰서점,서울시 마포구 아현동 618-8 (마포대로 179),37.5502873999999,126.9547873,02-363-6383,"평일 07:30 ~ 21:00주말,공휴일 08:30 ~ 21:00"
빽다방,서울특별시,선유도역점,서울시 영등포구 양평동4가 114-1,37.5377339,126.8944154,02-2631-1600,07:30~22:30
홍콩반점0410,서울특별시,약수역점,"서울특별시 중구 다산로 128, 지하 1층",37.5549887,127.0110298,02-2234-0410,11:00 ~ 22:00(마지막 주문 21:30) / 브레이크타임 15:00 ~ 16:002/24 매장내부수리로 인한 휴무
빽다방,서울특별시,굽은다리역점,서울시 강동구 명일동 346-1,37.5461317,127.1434188,02-428-8797,평일 08:00 ~ 21:30주말 09:00 ~ 21:30
빽다방,서울특별시,창동역점,"서울 도봉구 마들로11길 57, 102호",37.6534668,127.0501423,02-995-7711,평일 08:00 ~ 21:00주말 09:00 ~ 21:00
홍콩반점0410,서울특별시,방화사거리점,서울 강서구 금낭화로 95,37.5739226,126.8113076,02-2663-9275,11:00 ~ 22:00
빽다방,서울특별시,강서블루나인점,"서울특별시 강서구 양천로 583 (염창동,우림블루나인비즈니스센터) 지하1층",37.556904,126.8642901,02-2093-2066,평일 08:00 ~ 21:00(아이스크림 마감 20:00)주말 09:00 ~ 21:00(아이스크림 마감 19:30)
롤링파스타,서울특별시,구로디지털역점,서울시 구로구 구로동 1124-72 2층,37.4834102,126.8997098,02-868-0410,11:30~21:30 (브레이크타임 14:30~16:00) 점심주문마감시간 14:00 저녁주문마감시간 21:00
빽다방,서울특별시,상왕십리역점,서울 성동구 하왕십리동 946-16,37.5639923,127.0295342,02-2291-7080,월~토 08:00 ~ 21:30일요일 08:00 ~ 21:00
인생설렁탕,서울특별시,종각역점,서울특별시 종로구 관철동 13-13 코아빌딩1,37.5693255,126.9860066,02-723-3038,11:00~22:00(L.O:21:30)
역전우동0410,서울특별시,망우역점,서울시 중랑구 용마산로 115길 127,37.5973272,127.093464,02-494-0410,11:00~22:00  (마지막주문 21:30 )
역전우동0410,서울특별시,대흥역점,서울 마포구 백범로 129,37.5463535,126.945771,02-701-0410,10:00~22:00 (마지막 주문 21:30)
빽다방,서울특별시,낙성대역점,서울시 관악구 봉천동 1686-11,37.4776503,126.9626084,02-884-5585,07:30~22:30
리춘시장,서울특별시,신촌점,서울특별시 서대문구 연세로9길 10-4(창천동 33-13),37.558649,126.9364345,02-6084-2673,17:00 ~ 03:00
빽다방,서울특별시,올림픽북단점,서울 광진구 구의동 199-8,37.5404369,127.0951999,02-455-0423,오전 8:30 ~ 오후 10:30
새마을식당,서울특별시,방배역점,서울특별시 서초구 효령로31길 28. 1층,37.4824256,126.9962751,02-3471-2300,11:00 ~ 06:00
롤링파스타,서울특별시,가로수길점,강남구 신사동 541-9 2층,37.5189774,127.0233448,02-543-5688,11:30~21:00
빽다방,서울특별시,구로KT점,서울특별시 관악구 신림동 1668-15,37.480112,126.9038296,02-858-4366,월~토 08:00~22:00일요일 8:30~22:00
미정국수0410,서울특별시,이수역점,"서울특별시 동작구 동작대로27길 9, 1층 (사당동)",37.4874357,126.9813567,02-535-0410,AM10:00 - PM22:00
빽다방,서울특별시,오류동역남부점,서울 구로구 오류동 148-2,37.4923449,126.8438474,02-2060-6610,08:00 ~ 22:00
홍콩반점0410,서울특별시,삼양사거리점,서울시 강북구 삼양로 24길 19 101동 101호,37.6171833,127.0220243,02-981-1010,10:30 - 21:30
홍콩반점0410,서울특별시,답십리역점,서울시 동대문구 답십리동494-1 / 206-207호,37.5668543,127.0532151,02-2212-5932,10시30분~22시30분마지막 주문 : 21시40분
롤링파스타,서울특별시,홍대점,서울시 마포구 서교동 344-15 2층,37.5532682,126.9240187,02-336-2385,11:30~22:00
빽다방,서울특별시,구의역점,서울 광진구 아차산로 380,37.5365801,127.0849871,02 444 4855,07:30 ~ 23:00
홍콩반점0410,서울특별시,염창역점,"서울시 강서구 염창동 282-20, 2층",37.547222,126.875259,02-3663-5704,오전 11시 ~ 오후 10시
한신포차,서울특별시,사가정역점,"서울 중랑구 사가정로 51길 39, 2층",37.5825654,127.0877272,02-493-7300,17:00~익일 16:00
홍콩반점0410,서울특별시,목동 파리공원점,서울 양천구 목동907-23 현대파크빌 1층,37.5421191,126.8671755,02-2654-3999,11:00~21:30
롤링파스타,서울특별시,신촌점,서울시 서대문구 창전동 18-1,37.5573482,126.9375576,02-363-1999,11:30~22:00
빽다방,서울특별시,방이시장점,서울 송파구 백제고분로48길 6,37.5115321,127.1138586,02-415-1500,평일 08:30 ~ 22:00주말 09:00 ~ 22:00
리춘시장,서울특별시,연신내역점,서울시 은평구 연서로29길 14-5,37.6192689,126.9187287,-,17:30 ~ 12:00
리춘시장,서울특별시,대학로CGV점,서울특별시 종로구 혜화동 167-3,37.5839877,127.0012885,02-3673-0410​,11:30~23:30
롤링파스타,서울특별시,대학로점,서울시 종로구 동숭동 1-97 2층,37.5815685,127.0035399,-,11:00~22:00  [점심]라스트오더 14:30 / [저녁]라스트오더 21:00  브레이크타임 15:00~17:00
롤링파스타,서울특별시,노원역점,서울시 노원구 상계로 70 2층,37.6559626,127.0627527,02-930-0410,11:30~22:00 (브레이크타임 14:30~16:00 주중_토일 제외)
역전우동0410,서울특별시,양천향교역점,서울특별시 강서구 마곡동 776-3,37.5764888,126.8307466,02)3663-0140,10:00~22:00	(라스트오더) 21:30
빽다방,서울특별시,신림난곡점,서울 관악구 난곡로 178,37.4709184,126.9200486,02-868-6863,08:00 ~ 22:30
인생설렁탕,서울특별시,경희대점,"서울시 동대문구 경희대로 9-1, 1층",37.5924758,127.0522542,02-969-7771,09:00 ~ 22:00
한신포차,서울특별시,발산역점,"서울 강서구 마곡중앙6로 93(마곡동, 열린프라자)",37.5813955,126.827955,02-3661-9275,16:00 ~ 05:00 (영업 종료 시간은 사회적거리두기 규제에 따름)
롤링파스타,서울특별시,종로점,서울시 종로구 삼일대로 392 효원빌딩 1층,37.5695085,126.9880077,02-2261-5973,11:30~22:00
빽다방,서울특별시,응암대림시장점,서울 은평구 응암로 169,37.5871656,126.9162098,02-304-8860,평일 08:40 ~ 21:00주말 09:00 ~ 22:00
롤링파스타,서울특별시,성신여대점,서울시 성북구 동선동 1가 104 2층,37.5927635,127.0175813,02-927-7779,11:00 - 22:00
리춘시장,서울특별시,영등포역점,"서울특별시 영등포구 영중로4길 3, 1층(영등포동3가)",37.5175237,126.9081241,02-2634-0410,16:00-02:00
빽다방,서울특별시,양재시민의숲역점,서울시 서초구 마방로2길 94,37.4694374,127.039803,02-573-0421,평일 07:00 ~ 22:00토 08:00 ~ 21:00일 08:00 ~ 20:00
빽다방,서울특별시,화곡역점,서울시 강서구 화곡로25길2,37.542109,126.837998,02-2606-1117,08:00 ~ 22:00
빽다방,서울특별시,보라매타운점,서울특별시 동작구 보라매로 5가길 7,37.4917153,126.9251103,02-832-9706,08:00 ~ 22:00
새마을식당,서울특별시,종각본점,서울특별시 종로구 우정국로2길 42(관철동) 1층,37.5693902999999,126.9853729,02-730-5252,월~토 11 : 30 ~ 24 : 00 / 일 11 : 30 ~ 22 : 00
리춘시장,서울특별시,샤로수길점,서울 관악구 관악로14길 22(봉천동 1604-1),37.4789734,126.9537553,02-6448-0410,11:30 - 22:00
빽다방,서울특별시,노원문화의거리점,서울특별시 노원구 노해로79길 6-19,37.6555926,127.0623312,02-939-1350,08:00 ~ 24:00
역전우동0410,서울특별시,발산역점,"서울특별시 강서구 공항대로 269-15(마곡동), 힐스테이트에코마곡 124호",37.5595252,126.8372531,02)3664-0410,10:30~22:00 (L.O 21:30)
한신포차,서울특별시,경희대점,"서울시 동대문구 경희대로1길 10, 1층",37.5918034,127.0516626,02-969-1109,15:00~06:00 (월요일-15:00~05:00/화요일:15:00~04:00)
빽다방,서울특별시,봉천역점,서울시 관악구 남부순환로 1729(봉천동 926-36),37.4825442,126.9422235,02-882-5585,평일 07:00 ~ 23:00(마지막 주문 22:30)주말 08:00 ~ 23:00
역전우동0410,서울특별시,마곡나루역점,"서울 강서구 마곡중앙5로 6, 마곡나루역보타닉푸르지오시티 1층 114호 (마곡동)",37.5673603,126.8275954,02)3661-0410,09:00~22:00 (마지막 주문 21:30)
새마을식당,서울특별시,발산역점,서울시 강서구 마곡동 797-7 매그넘797 108.109호,37.5764888,126.8307466,02-3661-1666,11:30 ~ 익일 02:00
한신포차,서울특별시,노량진점,"서울시 동작구 만양로 106, 2층",37.5129105,126.9444555,02-822-3380,17:00~04:00
원조쌈밥집,서울특별시,창신점,서울 종로구 창신길 9-4,37.5722342,127.0103411,02-764-7971,10:00 ~ 22:00
역전우동0410,서울특별시,위례중앙점,"서울 송파구 장지동 896, 중앙푸르지오 2단지 113호",37.4773867,127.1285282,02)431-0410,11:00~22:00	(라스트오더) 21:50
빽다방,서울특별시,장안동사거리점,서울 동대문구 장한로 140,37.5728009,127.0721334,02-2212-0423,09:00 ~ 22:00
빽다방,서울특별시,신논현역점,"서울시 서초구 사평대로 367, 1층",37.5043396,127.0230911,02-548-0410,평일 07:30 ~ 21:30주말 10:00 ~ 21:00
홍콩반점0410,서울특별시,방이초교점,"서울특별시 송파구 위례성대로12길18(방이동,수빌딩)",37.5120357,127.1218102,02-422-1212,10:00~22:00(주문가능 시간 11:00~21:00/브레이크타임 15:00~17:00)
새마을식당,서울특별시,한양대점,서울시 성동구 마조로1길 29 지층,37.5606754,127.039547,010-6214-1468,11:00 ~ 22:00
백스비어,서울특별시,사당역남현점,"서울특별시 관악구 남현1길 58, 2층(사당역 5번 출구)",37.4756329999999,126.9805356,02-523-6881,16:00 ~ 익일 03:00
한신포차,서울특별시,마곡나루역점,서울시 강서구 마곡중앙로 161-8 두산더랜드파크 c219~222호,37.5452946,126.8747033,02-6989-9275,pm 18:00 ~ am 5:00
한신포차,서울특별시,까치산역점,"서울특별시 강서구 강서로 17-1,1층(화곡동)",37.5295122,126.8476908,010-8867-2221,pm 17:00 ~ am 4:00
역전우동0410,서울특별시,홍대입구역점,서울특별시 마포구 어울마당로 127-1 1층 (동교동),37.5559149,126.9240531,02-3144-0417,10:00~22:00	(라스트오더 21:30)
백스비어,서울특별시,미아사거리역점,"서울시 강북구 도봉로8길 2, 2층",37.6119214,127.032195,02-984-0410,16:00 - 02:00
빽다방,서울특별시,응암역점,"서울특별시 은평구 은평로 56, 1층(신사동, 안건빌딩)",37.598482,126.9140967,02-303-3319,08:00 ~ 22:00
롤링파스타,서울특별시,건대지점,"서울특별시 광진구 능동로 127, 2층(화양동)",37.5448603,127.0726813,02-3443-3864,11:30~22:00 (브레이크 타임 15:30~17:00)
역전우동0410,서울특별시,보라매공원점,"서울 동작구 보라매로5가길 16, 아카데미타워 1층",37.4912431,126.9240825,02)833-0410,11:00~21:00 (브레이크타임15:00~17:00)
빽다방,서울특별시,빽다방 빵연구소 신사사거리점,서울시 서초구 강남대로 605,37.5157069,127.0191444,02-517-0410,07:30 ~ 21:30(21시 이후 Take-Out 주문만 가능)
홍콩반점0410,서울특별시,발산역점,서울시 강서구 공항대로 269-15 2층,37.5593184,126.8374706,02-6398-0410,11:00 ~ 21:00
홍콩반점0410,서울특별시,사가정역점,"서울특별시 중랑구 면목로 337, 2층(면목동)",37.5820254,127.0884981,02-6013-1805,11:00~22:00 / 마지막주문 21:30
홍콩반점0410,서울특별시,마포서부법원점,서울시 마포구 마포대로 14길 11 1층 102호,37.5486301,126.9559874,02-701-1214,11:00 ~ 22:00
빽다방,서울특별시,신대방역점,서울시 관악구 난곡로 363,37.4862891,126.9134444,02-851-5975,화 ~토요일 10:00 ~ 20:30(아이스크림 마감 20:30)일요일 10:00 ~ 18:00(아이스크림 마감 18:00)
역전우동0410,서울특별시,관악구청점,"서울특별시 관악구 관악로148, 1층 (봉천동)",37.4784177,126.9525726,02-882-7788,09:00 ~ 21:30 ( L.O 20:30 )
빽다방,서울특별시,KBS본관점,서울특별시 영등포구 의사당대로 38,37.5256409,126.9186176,02-783-0783,평일 07:00 ~ 21:00주말 08:00 ~ 21:00
홍콩반점0410,서울특별시,신정네거리역점,"서울특별시 양천구 중앙로 254, 2층",37.5191308,126.8536435,02-2655-0410,11:00 ~ 21:30
홍콩반점0410,서울특별시,등촌시장점,"서울특별시 양천구 목동중앙북로7길10, 2층",37.5483312,126.8673433,02-2644-7703,월~토 10:30 ~ 21:00(마지막 주문 20:30)브레이크타임 14:30 ~ 16:30
역전우동0410,서울특별시,신대방삼거리역점,"서울시 동작구 국사봉1길 28, 1층",37.4988392,126.9300703,02-825-5066,10:00~22:00	(라스트오더) 21:30
새마을식당,서울특별시,마곡나루역점,서울특별시 강서구 마곡중앙로 165 안강프라이빗타워1차 1층 새마을식당,37.5764888,126.8307466,02-3662-9375,월~토 : 11:00 ~ 00:30 / 일 : 11:00 ~ 11:30
빽다방,서울특별시,발산역플레이스점,서울특별시 강서구 강서로 395. 플레이스 H 108호,37.5535944,126.8412653,02-2659-2119,평일 08:00 ~ 22:00주말 09:00 ~ 22:00아이스크림 마감 21:00마지막 주문 21:50
역전우동0410,서울특별시,우장산역점,"서울특별시 강서구 강서로 247, 1층 6호",37.5477399,126.8360088,02-2697-0410,10:00~23:00	(라스트오더) 22:30
미정국수0410,서울특별시,동여의도점,"서울특별시 영등포구 국제금융로 86, 지하1층 101호 (여의도동 롯데캐슬아이비)",37.5199092999999,126.9317832,02-785-0410,11:00~21:00 (L.O 20:00 / B.T 15:00~16:00)
홍콩반점0410,서울특별시,마곡나루역점,서울특별시 강서구 마곡중앙로 161-11,37.5531967999999,126.8298352,02-3662 9275,10:00 ~ 22:00 (주문 가능 시간-10:30 ~ 21:30)
역전우동0410,서울특별시,한티역점,"서울특별시 강남구 선릉로64길 17, 1층",37.4981873,127.0536553,02-3452-0410,"10:00~22:00	(라스트오더 21:20, 브레이크타임 14:30~17:00)"
한신포차,서울특별시,성신여대점,대한민국 서울시 동소문로20길 성북구 29-18,37.5912844,127.0169244,02-922-0120,17:00 ~ 익일 06:00
빽다방,서울특별시,마곡나루역북부점,"서울특별시 강서구 마곡중앙5로 1길 20, 1층",37.560518,126.9218568,02-3662-0504,08:00 ~ 22:00
빽다방,서울특별시,노원역북부점,"서울특별시 노원구 상계로3길 21, 101호",37.657176,127.0622614,02-937-5876,08:00 ~ 22:00
홍콩반점0410,서울특별시,우장산역점,서울특별시 강서구 내발산동 722-20,37.5480716,126.8353779,02-2604-0410,10:00~22:00(주문가능시간 11:00~21:30)재료준비시간 : 15:00~16:45
빽다방,서울특별시,사가정역점,서울특별시 중랑구 면목로 330-1 1층,37.5814507,127.0887598,02-432-2337,08:30 ~ 22:30
역전우동0410,서울특별시,장지역하비오점,서울시 송파구 송파대로 111 파크하비오 202동 131호,37.4856859,127.1193237,02-407-0410,09:10~21:10	(라스트오더) 21:10
빽다방,서울특별시,약수역점,서울특별시 중구 다산로 131,37.5556662,127.010807,02-6082-0950,평일 08:00 ~ 22:00주말 09:00 ~ 22:00
역전우동0410,서울특별시,역삼테헤란로점,"서울특별시 강남구 테헤란로 10길 25, 104호",37.4975512,127.0329687,02-553-2111,"""월~금 08:30~20:00 주말,공휴일 11:30~20:00"" (라스트오더)20:00 (브레이크타임)주말,공휴일 16:00~17:00"
새마을식당,서울특별시,서초교대점,서울시 서초구 서초대로 54길 24,37.4929839,127.0159552,02-544-3284,영업시간 11:30 ~ 22:00(브레이크타임 15:00~17:00)
홍콩반점0410,서울특별시,문배지점,서울특별시 용산구 백범로90길 38 201호~202호,37.5478001,126.9414967,02-719-3864,11:00 ~ 22:00(마지막 주문 21:30 / 평일 브레이크 타임 : 14:00~15:00)
빽다방,서울특별시,구파발역미켈란점,서울시 은평구 진관동 87-3 웅신미켈란의아침 101호,37.6355533,126.9193482,02-386-0202,08:00 ~ 22:00
빽다방,서울특별시,신설동역1호점,서울특별시 동대문구 왕산로 20,37.5761308,127.0257857,02-6104-7979,07:30 ~ 23:00
홍콩반점0410,서울특별시,낙성대역점,서울특별시 관악구 남부순환로 1922,37.4770277999999,126.9626283,02-877-0412,11:00 - 22:00 / 주문마감 21:30
빽다방,서울특별시,방이역코오롱점,"서울시 송파구 마천로 25, 1층",37.5096463,127.1238934,02-425-4317,평일 08:00 ~ 22:00주말 09:00 ~ 22:00
돌배기집,서울특별시,강서구청점,서울특별시 강서구 공항대로46길 47,37.5538844,126.8521584,02-6398-0306,24시간
홍콩반점0410,서울특별시,노원역남부점,"서울특별시 노원구 노해로 502, KT 노원지사 2층",37.6543814,127.0636656,02-3391-0410,11:00 ~ 22:00 (마지막주문21:30)
빽다방,서울특별시,이태원점,"서울시 용산구 보광로59길 37, 1층",37.5337748,126.9918716,02-797-3122,09:00 ~ 23:00
홍콩반점0410,서울특별시,구로시장점,서울특별시 구로구 구로동로26길 125,37.4898456,126.8910497,02-863-0779,11 : 00 ~ 22 : 30 (마지막 주문 21 : 30)
빽다방,서울특별시,구로시장점,"서울시 구로구 구로동로26길 125, 1~2층",37.4898456,126.8910497,02-856-0779,"평일 08:00 ~ 21:30주말, 공휴일 08:30 ~21:30아이스크림 마감 20:30"
역전우동0410,서울특별시,까치산역점,"서울시 강서구 강서로 39, 1층",37.531318,126.8466889,02-2692-0410,10:00~22:00 (L.O 21:30)
빽다방,서울특별시,까치산역점,"서울시 강서구 강서로 48, 1층",37.5321653,126.8467222,02-2699-9966,08:00 ~ 20:50
빽다방,서울특별시,천왕역점,"서울시 구로구 오리로 1149, 랑데르 1층",37.4943867,126.8325917,02-2688-7766,평일 08:00 ~ 21:00주말 09:00 ~ 22:00
백철판0410,서울특별시,노량진역점,"서울시 동작구 만양로 108, 2층",37.5130282,126.944421,02-825-3327,11:00 ~ 23:00
홍콩반점0410,서울특별시,동묘역점,"서울시 종로구 종로 344, 대우디오빌 2층 ( 동묘역점 4번출구 우측 대우디오빌 2층)",37.5727002,127.0160721,02-2233-0858,11:30 ~ 21:30(마지막 주문 21:00)
빽다방,서울특별시,목동41타워점,"서울시 양천구 목동동로 293, 현대41타워 1층 제1-10호",37.5281527,126.8757457,02-2644-7140,08:00 ~ 22:00
역전우동0410,서울특별시,화곡역점,"서울시 강서구 화곡로 160, 1층",37.5411313,126.8394361,02-2601-0410,09:00~22:00	(라스트오더 21:30)
역전우동0410,서울특별시,중계은행사거리점,"서울 노원구 한글비석로 264, 중계그랜드프라자 118호",37.6508596,127.0770963,02) 935-0410,10:00~22:00	(라스트오더) 21:00
빽다방,서울특별시,영등포구청역점,서울시 영등포구 당산로 113 (당산동3가 378),37.5248406,126.8961092,02-2068-8870,평일 07:30 ~ 22:30주말 및 공휴일 08:00 ~ 21:30
빽다방,서울특별시,등촌역점,"서울시 양천구 공항대로 564, 1층",37.5490542,126.8678586,02-6401-0000,07:00 ~ 21:30
빽다방,서울특별시,당산역점,"서울시 영등포구 양평로 28-1, 1층",37.5334469,126.9032157,02-2069-1965,평일 08:00 ~ 21:30주말 09:00 ~ 21:30
빽다방,서울특별시,문정법조현대점,"서울특별시 송파구 법원로11길 11, 문정현대지식산업센터1-1 A동 125호",37.4896385,127.1278147,02-3400-0369,평일 07:30 ~ 19:00주말 09:00 ~ 17:00
